season,dekad_idx,pivot_id,aeti_mm,npp_gC_m2
2021/22,13,148,30.56686627,42.65135063
2021/22,13,149,36.29872495,49.81897086
2021/22,13,150,23.53061224,33.85871173
2021/22,13,151,32.84363636,44.58726061
2021/22,13,160,36.18137848,50.99876663
2021/22,14,35,33.40320285,27.29741014
2021/22,14,38,31.05969479,41.45622531
2021/22,14,43,39.4966644,52.10547243
2021/22,14,46,44.2518552,58.40553032
2021/22,14,48,44.56920391,59.24697556
2021/22,14,49,46.74254743,61.23666463
2021/22,14,56,41.31860941,56.06531288
2021/22,14,61,28.66352113,35.37844014
2021/22,14,62,43.81767956,59.04515884
2021/22,14,77,33.67692308,43.06815986
2021/22,14,78,8.841614124,11.615029
2021/22,14,79,17.20027051,23.08535978
2021/22,14,80,27.23746459,36.16454108
2021/22,14,89,42.69216235,57.64013856
2021/22,14,90,43.17923077,57.52741538
2021/22,14,91,34.94261438,46.33381176
2021/22,14,92,30.88478702,42.25465923
2021/22,14,97,37.13712121,51.13259848
2021/22,14,98,37.12348901,49.92192857
2021/22,14,99,45.82878013,61.51354273
2021/22,14,119,28.85032823,38.13120715
2021/22,14,120,39.80014327,53.09280014
2021/22,14,121,36.39198081,49.09413845
2021/22,14,128,32.68107914,44.23961799
2021/22,14,129,40.24601899,53.5362447
2021/22,14,130,39.2034789,52.0526758
2021/22,14,131,41.36557377,55.48661475
2021/22,14,132,42.5469697,56.49882576
2021/22,14,133,44.07136465,59.23231767
2021/22,14,134,34.66377025,36.95114654
2021/22,14,137,36.63255814,49.58212974
